"","Tipo","Literal","CCAA","Provincia","Municipio","Encuestadora.Medio","Fuente","Muestra","Trabajo.Campo","Último.día","Particip","Lead","Ganador","Ventaja","BNG","CC.NCa","CpM","Cs","CUP","EC","ECP","EH.Bildu","ERC.Sobiranistes","EV","Junts","JxCat","Más.País","Més.Compromís","NA.","PACMA","PDeCAT","PNV","PP","PRC","PSC","PSdeG.PSOE","PSOE","Somos.Región","TE","Unidas.Podemos","Vox"
"196","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210920/gbcj33qtsbhi7bbtsqwa64magq.html","1000","14–18 Sep 2021","2021-09-18","63.6","4.9","PP","PP +4.9",NA,NA,NA,2.7,NA,NA,NA,1.2,3.3,NA,NA,2.3,3.4,NA,0.4,NA,NA,1.7,29.9,NA,NA,NA,25,NA,NA,9.5,14.9
"197","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep19s21/","1233","10–17 Sep 2021","2021-09-17","-","2.1","PP","PP +2.1",0.6,0.5,NA,3.3,0.9,NA,NA,1.1,3.4,NA,NA,2.3,3.1,NA,0.4,NA,NA,1.6,28.1,0.3,NA,NA,26,NA,0.1,10.4,16.4
"198","Generales","España","Esp.","-","-","GAD3/NIUS","https://www.niusdiario.es/nacional/politica/encuesta-gad3-septiembre-espana-ingobernable-pp-no-garantiza-gobierno-psoe-recorta-distancia_18_3204349233.html","1002","13–16 Sep 2021","2021-09-16","-","1.9","PP","PP +1.9",0.5,0.5,NA,2.8,0.8,NA,NA,1.1,3.8,NA,NA,2.1,2.2,NA,0.4,NA,NA,1.6,28.2,0.2,NA,NA,26.3,NA,0.1,11,15.4
"199","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-septiembre-2021/","1027","1–16 Sep 2021","2021-09-16","64.9","3.7","PSOE","PSOE +3.7",NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,22.5,NA,NA,NA,26.2,NA,NA,11.3,17.7
"200","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3334marMT_A.pdf","3780","1–13 Sep 2021","2021-09-13","-","9.1","PSOE","PSOE +9.1",0.5,0.4,NA,6.5,0.8,NA,NA,0.9,3.2,NA,NA,1.5,3.3,NA,0.4,NA,NA,1.3,20.5,0.1,NA,NA,29.6,NA,0.1,11.3,13.8
"201","Generales","España","Esp.","-","-","IMOP/El Confidencial","https://www.elconfidencial.com/espana/observatorio-electoral/2021-09-15/empate-pp-psoe-espana-ingobernable-observatorio-electoral_3289337/","1309","30 Aug–10 Sep 2021","2021-09-10","-","0.2","PSOE","PSOE +0.2",0.6,0.5,NA,2.9,1,NA,NA,1.2,2.9,NA,NA,2.1,3.7,NA,0.4,NA,NA,1.6,26.4,0.3,NA,NA,26.6,NA,0.1,10.6,16.5
"202","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep12s21/","1084","3–9 Sep 2021","2021-09-09","-","2.9","PP","PP +2.9",0.6,0.5,NA,3.3,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.4,NA,0.4,NA,NA,1.6,28.6,0.3,NA,NA,25.7,NA,0.1,10.3,16.2
"203","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep5s21/","1640","27 Aug–3 Sep 2021","2021-09-03","-","2.8","PP","PP +2.8",0.6,0.5,NA,3.4,0.9,NA,NA,1.1,3.4,NA,NA,2.3,3.6,NA,0.4,NA,NA,1.6,28.1,0.3,NA,NA,25.3,NA,0.1,10.5,16.3
"204","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.sigmados.com/encuesta-sigma-dos-el-mundo-el-pp-se-mantiene-como-favorito-para-ganar-las-elecciones-generales-con-131-escanos/","1050","30 Aug–2 Sep 2021","2021-09-02","-","4.7","PP","PP +4.7",NA,NA,NA,3.1,NA,NA,NA,NA,3.4,NA,NA,2,4.1,NA,NA,NA,NA,1.9,29.1,NA,NA,NA,24.4,NA,NA,10.3,14.9
"205","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/pedro-sanchez-empieza-curso-politico-22-escanos-menos-rendido-mayoria-pp-vox-7739449","1000","30 Aug–1 Sep 2021","2021-09-01","-","5.4","PP","PP +5.4",0.6,0.4,NA,2.8,0.8,NA,NA,1.1,3.4,NA,NA,2.4,4.6,NA,0.4,NA,NA,1.6,29.8,0.3,NA,NA,24.5,NA,0.1,9.3,15.5
"206","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/partido-popular-ganaria-elecciones-generales-celebraran-hoy-segun-encuesta-sigma-dos_20210830612c82bc975d6a0001ca030d.html","-","30 Aug 2021","2021-08-30","-","4.1","PP","PP +4.1",NA,NA,NA,2.9,NA,NA,NA,NA,3.3,NA,NA,2.1,4,NA,NA,NA,NA,1.9,28.9,NA,NA,NA,24.8,NA,NA,9.8,14.7
"207","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210830/vx6i6sdjxbdmtmkwybcatwnsia.html","1000","24–27 Aug 2021","2021-08-27","63.8","4.8","PP","PP +4.8",NA,NA,NA,2.7,NA,NA,NA,1.2,3.3,NA,NA,2.4,3.4,NA,0.4,NA,NA,1.6,30.1,NA,NA,NA,25.3,NA,NA,9.3,14.7
"208","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep29ag21/","1422","20–26 Aug 2021","2021-08-26","-","3.6","PP","PP +3.6",0.6,0.5,NA,3.4,0.9,NA,NA,1.1,3.4,NA,NA,2.3,3.8,NA,0.4,NA,NA,1.6,28.6,0.3,NA,NA,25,NA,0.1,10,16.3
"209","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep22ag21/","2208","14–21 Aug 2021","2021-08-21","-","3.5","PP","PP +3.5",0.6,0.5,NA,3.4,0.9,NA,NA,1.1,3.4,NA,NA,2.3,3.6,NA,0.4,NA,NA,1.7,28.5,0.3,NA,NA,25,NA,0.1,10.2,16.3
"210","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/seria-partido-mas-votado-celebrasen-elecciones-generales_202108276128a66642618100012d8887.html","1100","16–20 Aug 2021","2021-08-20","64.1","4.0","PP","PP +4.0",0.7,0.4,NA,3.5,0.9,NA,NA,1.1,3.2,NA,NA,2.3,4.5,NA,0.4,NA,NA,1.5,29.7,0.2,NA,NA,25.7,NA,0.1,9.7,14.8
"211","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep15ag21/","1399","6–13 Aug 2021","2021-08-13","-","3.6","PP","PP +3.6",0.6,0.5,NA,3.4,0.9,NA,NA,1.1,3.4,NA,NA,2.3,3.8,NA,0.4,NA,NA,1.6,28.6,0.3,NA,NA,25,NA,0.1,10,16.3
"212","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/pedro-sanchez-va-vacaciones-21-escanos-menos-pp-consolida-mayoria-absoluta-vox-7635674","1000","4–6 Aug 2021","2021-08-06","-","5.3","PP","PP +5.3",0.6,0.4,NA,2.9,0.7,NA,NA,1.2,3.5,NA,NA,2.3,4.8,NA,0.4,NA,NA,1.7,30,0.3,NA,NA,24.7,NA,0.1,8.9,15.3
"213","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep8ag21/","1170","31 Jul–6 Aug 2021","2021-08-06","-","3.3","PP","PP +3.3",0.6,0.5,NA,3.5,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.7,NA,0.4,NA,NA,1.6,28.3,0.3,NA,NA,25,NA,0.1,10.1,16.4
"214","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-agosto-2021/","1062","2–4 Aug 2021","2021-08-04","62.8","3.3","PSOE","PSOE +3.3",NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,24.6,NA,NA,NA,27.9,NA,NA,10.8,15.9
"215","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep1a21/","877","23–30 Jul 2021","2021-07-30","-","3.4","PP","PP +3.4",0.6,0.5,NA,3.4,0.9,NA,NA,1.1,3.3,NA,NA,2.3,3.5,NA,0.4,NA,NA,1.6,28.4,0.3,NA,NA,25,NA,0.1,10.1,16.5
"216","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20210801/pablo-casado-ganaria-dependeria-vox-sanchez-podemos/600440752_0.html","1200","26–29 Jul 2021","2021-07-29","-","1.7","PP","PP +1.7",0.6,0.4,NA,5,0.8,NA,NA,0.9,3.1,NA,NA,2.3,4.5,NA,0.3,NA,NA,1.4,26.4,0.4,NA,NA,24.7,NA,0.1,10.3,16.1
"217","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/encuesta-elecciones-generales-alcanza-130-escanos-podria-gobernar-vox_2021072861012c234aebd80001c5de17.html","1100","20–23 Jul 2021","2021-07-23","64.4","4.4","PP","PP +4.4",0.7,0.4,NA,3.3,0.9,NA,NA,1.1,3.2,NA,NA,2.2,4.6,NA,0.4,NA,NA,1.5,30,0.2,NA,NA,25.6,NA,0.1,9.6,14.9
"218","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep25jl21/","1601","16–23 Jul 2021","2021-07-23","-","2.7","PP","PP +2.7",0.6,0.5,NA,3,0.9,NA,NA,1.1,3.4,NA,NA,2.3,3.5,NA,0.4,NA,NA,1.6,28.1,0.3,NA,NA,25.4,NA,0.1,9.9,17
"219","Generales","España","Esp.","-","-","GAD3/ABC","https://www.abc.es/espana/abci-cambio-gobierno-no-surte-efecto-sanchez-pierde-19-escanos-202107252257_noticia.html","1030","16–22 Jul 2021","2021-07-22","73","6.0","PP","PP +6.0",0.6,0.5,NA,3.5,1,NA,NA,1.1,3.3,NA,NA,2.4,3.3,NA,0.4,NA,NA,1.4,31.1,0.2,NA,NA,25.1,NA,0.1,10,12.4
"220","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/ganaria-elecciones-pero-psoe-recorta-distancias-respecto-encuesta-junio_2021071960f50495df51de0001df9e0e.html","-","19 Jul 2021","2021-07-19","-","3.7","PP","PP +3.7",NA,NA,NA,2.8,NA,NA,NA,NA,3.4,NA,NA,2.1,4.8,NA,NA,NA,NA,1.8,28.8,NA,NA,NA,25.1,NA,NA,10,14.1
"221","Generales","España","Esp.","-","-","DYM/Henneo","https://www.20minutos.es/noticia/4769818/0/encuesta-dym-julio-20minutos/","1019","15–19 Jul 2021","2021-07-19","-","4.0","PP","PP +4.0",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,28,NA,NA,NA,24,NA,NA,10.5,16.7
"222","Generales","Almería","And.","Almería","-","SyM Consulting/EPDA","https://www.electograph.com/2021/07/comunitat-valenciana-congreso-encuesta-sym-consulting-210730.html","1066","14–18 Jul 2021","2021-07-18","-","0.7","PSOE","PSOE +0.7",NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,26.6,NA,NA,NA,27.3,NA,NA,10.1,20
"223","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/fracaso-estrepitoso-remodelacion-gobierno-sanchez-pp-vox-confirman-mayoria-absoluta-7532226","1000","16–17 Jul 2021","2021-07-17","-","5.8","PP","PP +5.8",0.6,0.5,NA,2.3,0.8,NA,NA,1.1,3.4,NA,NA,2.3,4.9,NA,0.4,NA,NA,1.7,30.3,0.3,NA,NA,24.5,NA,0.1,9,15.4
"224","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210719/nxfzud36sfeibaeprsbcommxni.html","1000","12–16 Jul 2021","2021-07-16","64.2","3.9","PP","PP +3.9",NA,NA,NA,2.7,NA,NA,NA,1.2,3.3,NA,NA,2.4,3.7,NA,0.4,NA,NA,1.6,29.8,NA,NA,NA,25.9,NA,NA,9.2,15.3
"225","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-psoe-recorta-distancias-que-mantiene-mayor-intencion-voto_2021071860f419bedf51de0001def615.html","-","12–16 Jul 2021","2021-07-16","-","1.8","PP","PP +1.8",NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,28,NA,NA,NA,26.2,NA,NA,9.3,17.7
"226","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep18jl21/","2001","11–16 Jul 2021","2021-07-16","-","2.3","PP","PP +2.3",0.6,0.5,NA,2.9,0.9,NA,NA,1.1,3.4,NA,NA,2.2,3.8,NA,0.4,NA,NA,1.7,27.7,0.3,NA,NA,25.4,NA,0.1,10,17.3
"227","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","15 Jul 2021","2021-07-15","-","2.4","PP","PP +2.4",NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,28.4,NA,NA,NA,26,NA,NA,11.1,14.7
"228","Generales","España","Esp.","-","-","GESOP/El Periódico","https://www.elperiodico.com/es/politica/20210718/encuesta-elecciones-generales-espana-nuevo-gobierno-11919308","802","14–15 Jul 2021","2021-07-15","-","1.3","PSOE","PSOE +1.3",NA,NA,NA,3.9,NA,NA,NA,NA,3.4,NA,NA,NA,3.8,NA,NA,NA,NA,NA,26,NA,NA,NA,27.3,NA,NA,10,13.1
"229","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3330marMT_A.pdf","3798","2–15 Jul 2021","2021-07-15","-","5.2","PSOE","PSOE +5.2",0.8,0.3,NA,5.5,0.7,NA,NA,0.7,3.3,NA,NA,1.9,3.7,NA,0.3,NA,NA,1.4,23.4,0.2,NA,NA,28.6,NA,0.1,10.6,13.6
"230","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-julio-2021/","1076","5–12 Jul 2021","2021-07-12","64.9","3.9","PP","PP +3.9",NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,26.9,NA,NA,NA,23,NA,NA,12.1,17.4
"231","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep11jl21/","1883","8–10 Jul 2021","2021-07-10","-","1.9","PP","PP +1.9",0.6,0.5,NA,2.9,0.9,NA,NA,1.1,3.4,NA,NA,2.2,3.9,NA,0.4,NA,NA,1.7,27.9,0.3,NA,NA,26,NA,0.1,9.9,16.7
"232","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-mantiene-como-primera-fuerza-politica-intencion-voto-283_2021070460e1ba06f02596000126b270.html","-","28 Jun–2 Jul 2021","2021-07-02","-","2.4","PP","PP +2.4",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,28.3,NA,NA,NA,25.9,NA,NA,8.9,18.1
"233","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep4jl21/","2539","24 Jun–2 Jul 2021","2021-07-02","-","3.5","PP","PP +3.5",0.6,0.5,NA,3.1,0.9,NA,NA,1.1,3.4,NA,NA,2.2,4.2,NA,0.4,NA,NA,1.7,28.4,0.3,NA,NA,24.9,NA,0.1,10.1,16.3
"234","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/indultos-castigan-sanchez-psoe-pierde-24-escanos-pp-logra-mayoria-absoluta-vox-7458673","1000","29 Jun–1 Jul 2021","2021-07-01","-","5.9","PP","PP +5.9",0.6,0.4,NA,2.8,0.8,NA,NA,1.1,3.3,NA,NA,2.3,5,NA,0.4,NA,NA,1.7,30.2,0.3,NA,NA,24.3,NA,0.1,9.1,15.5
"235","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2021/07/04/60e1e739fc6c83dc0d8b4630.html","1020","28 Jun–1 Jul 2021","2021-07-01","-","3.5","PP","PP +3.5",NA,NA,NA,2.5,NA,NA,NA,NA,3,NA,NA,1.8,5,NA,NA,NA,NA,1.5,29.4,NA,NA,NA,25.9,NA,NA,10.5,14.4
"236","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/20210627/pp-vox-cs-mayoria-absoluta-sanchez-moncloa/591941461_0.html","-","27 Jun 2021","2021-06-27","-","2.1","PP","PP +2.1",0.5,0.4,NA,5.2,0.8,NA,NA,1,3.1,NA,NA,2.3,4.6,NA,0.3,NA,NA,1.5,26.2,0.4,NA,NA,24.1,NA,0.1,10.4,16.6
"237","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep27j21/","1627","24–26 Jun 2021","2021-06-26","-","3.5","PP","PP +3.5",0.6,0.5,NA,3,0.9,NA,NA,1.1,3.4,NA,NA,2.3,4.1,NA,0.4,NA,NA,1.7,28.6,0.3,NA,NA,25.1,NA,0.1,10,16.2
"238","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210628/qo4bemkyurdyxbgn2nslbjfdba.html","1000","23–26 Jun 2021","2021-06-26","63.8","5.7","PP","PP +5.7",NA,NA,NA,2.6,NA,NA,NA,1.2,3.3,NA,NA,2.4,4.6,NA,0.4,NA,NA,1.7,30.4,NA,NA,NA,24.7,NA,NA,9,15.1
"239","Generales","Madrid, Comunidad de","Mad.","-","-","Sondaxe/La Voz de Galicia","https://www.lavozdegalicia.es/noticia/galicia/2021/06/27/pp-ganar-elecciones-generales-galicia/00031624823203944924994.htm","1223","16–23 Jun 2021","2021-06-23","-","5.6","PP","PP +5.6",13,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,28,NA,NA,NA,NA,NA
"240","Generales","Salamanca","Cyl.","Salamanca","-","Sondaxe/La Voz de Galicia","https://www.lavozdegalicia.es/noticia/galicia/2021/06/27/pp-ganar-elecciones-generales-galicia/00031624823203944924994.htm","-","16–23 Jun 2021","2021-06-23","-","?","BNG","BNG +?",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/encuesta-elecciones-generales-ganaria-psoe-sumaria-mayoria-absoluta-apoyo-vox_2021062160d017b25962ed0001d84c2a.html","-","21 Jun 2021","2021-06-21","-","5.6","PP","PP +5.6",NA,NA,NA,2.5,NA,NA,NA,NA,3.5,NA,NA,1.9,4.4,NA,NA,NA,NA,2,30.1,NA,NA,NA,24.5,NA,NA,11.4,15.5
"242","Generales","España","Esp.","-","-","DYM/Henneo","https://www.20minutos.es/noticia/4739169/0/encuesta-dym-pp-y-vox-podrian-gobernar-pero-el-psoe-se-recupera-tras-el-bache-de-madrid/","1002","17–21 Jun 2021","2021-06-21","-","2.2","PP","PP +2.2",NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,27.9,NA,NA,NA,25.7,NA,NA,9.9,16
"243","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","20 Jun 2021","2021-06-20","-","4.1","PP","PP +4.1",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,30.2,NA,NA,NA,26.1,NA,NA,10.5,14.6
"244","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/encuesta-elecciones-generales-vox-sumarian-mayoria-absoluta-psoe-bajaria-100-escanos_2021062360d3139d96a1750001e49985.html","1100","14–18 Jun 2021","2021-06-18","64.2","4.5","PP","PP +4.5",0.7,0.4,NA,2.4,0.9,NA,NA,1.1,3.2,NA,NA,2.2,5.7,NA,0.4,NA,NA,1.4,29.8,0.2,NA,NA,25.3,NA,0.1,9.5,15.5
"245","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep20j21/","1332","12–18 Jun 2021","2021-06-18","-","2.7","PP","PP +2.7",0.6,0.5,NA,3,1,NA,NA,1.2,3.4,NA,NA,2.3,4,NA,0.4,NA,NA,1.7,28.6,0.3,NA,NA,25.9,NA,0.1,9.6,15.8
"246","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3326marMT_A.pdf","3814","2–15 Jun 2021","2021-06-15","-","3.5","PSOE","PSOE +3.5",0.7,0.2,NA,5.7,0.8,NA,NA,1,3.6,NA,NA,1.6,4.1,NA,0.4,NA,NA,1.4,23.9,0.1,NA,NA,27.4,NA,0.1,12,13
"247","Generales","Canarias","I.Can.","-","-","Sigma Dos/RTVCyL","https://www.cyltv.es/noticia/3a8efa6f-9e15-92a4-0880146431688542/20210623/el-pp-ganaria-las-elecciones-generales-en-castilla-y-leon-con-el-422-de-los-votos","1200","11–15 Jun 2021","2021-06-15","-","13.1","PP","PP +13.1",NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,NA,29.1,NA,NA,7.3,13.9
"248","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep13j21/","1673","5–11 Jun 2021","2021-06-11","-","3.1","PP","PP +3.1",0.6,0.5,NA,3.1,0.9,NA,NA,1.2,3.4,NA,NA,2.3,3.9,NA,0.4,NA,NA,1.7,28.4,0.3,NA,NA,25.3,NA,0.1,10,16.2
"249","Generales","España","Esp.","-","-","GAD3/NIUS","https://www.niusdiario.es/nacional/politica/pp-desbanca-psoe-partido-mas-votado-elecciones-podria-gobernar-apoyo-vox-estimacion-voto-barometro-gad3_18_3152897082.html","1026","7–10 Jun 2021","2021-06-10","65","5.2","PP","PP +5.2",0.7,0.6,NA,2.9,1.1,NA,NA,1.2,3,NA,NA,2.6,4.5,NA,0.4,NA,NA,1.4,30.7,0.2,NA,NA,25.5,NA,0.1,9.2,12.4
"250","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-junio-2021/","1017","1–9 Jun 2021","2021-06-09","64.4","4.1","PP","PP +4.1",NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,27.1,NA,NA,NA,23,NA,NA,9.3,17
"251","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep6j21/","1462","30 May–4 Jun 2021","2021-06-04","-","2.5","PP","PP +2.5",0.6,0.5,NA,3,0.9,NA,NA,1.1,3.5,NA,NA,2.3,3.5,NA,0.4,NA,NA,1.7,27.9,0.3,NA,NA,25.4,NA,0.1,10.4,16.8
"252","Generales","España","Esp.","-","-","Data10/OKDiario","https://okdiario.com/espana/pp-sigue-disparado-logra-mayoria-vox-mientras-sanchez-entrega-golpismo-7321558","1000","1–3 Jun 2021","2021-06-03","-","3.6","PP","PP +3.6",0.6,0.5,NA,2.7,0.8,NA,NA,1.1,3.3,NA,NA,2.4,5.2,NA,0.4,NA,NA,1.6,28.7,0.3,NA,NA,25.5,NA,0.1,8.6,15.8
"253","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/encuestas/2021/06/05/60bb9758e4d4d867218b45f5.html","1000","31 May–1 Jun 2021","2021-06-01","-","4.5","PP","PP +4.5",NA,NA,NA,3.2,NA,NA,NA,NA,3.2,NA,NA,1.8,4.3,NA,NA,NA,NA,1.7,29.5,NA,NA,NA,25,NA,NA,10.2,15.4
"254","Generales","Canarias","I.Can.","-","-","GAD3/El Norte de Castilla","https://www.elnortedecastilla.es/castillayleon/bipartidismo-vuelve-castilla-20210606181842-nt.html","1000","22–31 May 2021","2021-05-31","-","12.6","PP","PP +12.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,NA,NA,NA,31.3,NA,NA,NA,14.9
"255","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/politica/20210530/pp-sobrepasa-primera-psoe-sanchez-cumple-gobierno/584942067_0.html","1100","26–29 May 2021","2021-05-29","-","1.1","PP","PP +1.1",0.5,0.4,NA,3.1,0.9,NA,NA,1.2,3.6,NA,NA,2.6,4,NA,0.4,NA,NA,1.7,26.5,0.2,NA,NA,25.4,NA,0.1,9.3,16.9
"256","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep30my21/","1272","23–28 May 2021","2021-05-28","-","2.5","PP","PP +2.5",0.6,0.5,NA,3,0.9,NA,NA,1.1,3.5,NA,NA,2.3,3.5,NA,0.4,NA,NA,1.7,27.9,0.3,NA,NA,25.4,NA,0.1,10.7,16.7
"257","Generales","España","Esp.","-","-","DYM/Henneo","https://www.20minutos.es/noticia/4708680/0/pp-supera-primera-vez-psoe-sumaria-mayoria-vox/","1008","21–24 May 2021","2021-05-24","-","3.6","PP","PP +3.6",NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,28.1,NA,NA,NA,24.5,NA,NA,9.3,16
"258","Generales","León","Cyl.","León","-","SyM Consulting","https://twitter.com/Barometrocm/status/1397440362596110339","732","20–23 May 2021","2021-05-23","57.4","3.2","Vox","Vox +3.2",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,24.4,NA,NA,5.4,34.3
"259","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210523/32idgogylngzheveh2msxqwzzq.html","1000","17–22 May 2021","2021-05-22","64.2","4.2","PP","PP +4.2",NA,NA,NA,2.9,NA,NA,NA,1.2,3.3,NA,NA,2.3,3.9,NA,0.4,NA,NA,1.6,30,NA,NA,NA,25.8,NA,NA,9.2,14.9
"260","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep22my21/","1582","17–22 May 2021","2021-05-22","-","2.1","PP","PP +2.1",0.6,0.5,NA,2.9,0.9,NA,NA,1.2,3.5,NA,NA,2.4,3.3,NA,0.4,NA,NA,1.7,27.3,0.3,NA,NA,25.2,NA,0.1,11,16.4
"261","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-vuelve-ser-segunda-oleada-consecutiva-primera-opcion-intencion-voto-272_2021052360aa4acfcd5e690001ba8f4e.html","-","17–21 May 2021","2021-05-21","-","0.3","PP","PP +0.3",NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,27.2,NA,NA,NA,26.9,NA,NA,8.2,18.4
"262","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","20 May 2021","2021-05-20","-","7.5","PP","PP +7.5",NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,30.3,NA,NA,NA,22.8,NA,NA,11.3,12.2
